,Aeration rate(Fg:L/h),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),Oil flow(Foil:L/hr),Oxygen in percent in off-gas(O2:O2  (%))
0,0.2102766798418973,0.07241480611045825,0.008693912508196502,0.1273814975845411,0.04515098272021044,0.0,0.0,0.014291854621420231,0.83342398313353,2.7289653200097567e-05,0.8092516993855885,0.22931932909949884,0.013695993873776532,0.18115942028985504,0.3478260869565217,0.7345501568162965
1,0.3999999999999998,0.23766157461809645,0.0008660524308482878,0.24545246376811597,0.20459184552351437,0.0,0.13043478260869562,0.002520456924758223,0.7324284240392056,2.6487348730907743e-05,0.8047982465322384,0.26709819247679906,0.04797108185570639,0.0,0.7157190635451505,0.6667576068103077
2,0.5952569169960474,0.5945945945945945,0.00868257122592905,0.5831017391304348,0.3249614042727893,0.0,0.2565217391304348,0.00015827862557703758,0.6100433436879702,0.002678216133206923,0.7824516828913188,0.30084676762742524,0.09129813089403338,0.18265590144927538,1.0,0.6168203776899429
3,0.6363636363636364,0.2579318448883666,0.0,0.2194612560386473,0.1929642505454428,0.0,0.5478260869565219,2.2638967131617137e-05,0.7051423669130099,0.03353047131189401,0.8051963293905685,0.259688975736854,0.12641728695861976,0.37580144927536235,1.0,0.653513616622971
4,0.6956521739130435,0.3304935370152761,0.0,0.21780637681159418,0.16055720490671224,0.0,0.8608695652173913,2.0821513873368085e-05,0.7111042267104777,0.08100879706900552,0.8067728009490551,0.25227975899690974,0.14781319029350243,0.45512231884057974,1.0,0.6407664701472343
5,0.7272727272727273,0.40217391304347844,0.0,0.26147371980676326,0.1304067391285652,0.5652173913043478,1.0,1.9332042949834648e-05,0.7438208610422672,0.1366564168375973,0.8061701257053681,0.23974108451392642,0.1715205273686164,0.5018872463768117,1.0,0.6486028488663536
6,0.7272727272727273,0.4829612220916569,0.0,0.3790717874396135,0.06192806789665381,1.0,1.0,1.8662122387833143e-05,0.79246616052304,0.18894051854762445,0.8061796416302683,0.22361993160723367,0.2018869237247229,0.5610298550724638,0.8896321070234113,0.629430004924076
7,0.7272727272727273,0.5505287896592241,0.0,0.31960714975845406,0.14099811664625125,1.0,1.0,1.4767032771470926e-05,0.8531052696504469,0.24242353783725,0.8064143677778095,0.25606578733105706,0.23124349285446202,0.5937636231884058,0.7090301003344482,0.6119694973449915
8,0.7272727272727273,0.670975323149236,0.0,0.42040289855072466,0.25524551556709235,0.32173913043478247,1.0,1.615715282735547e-05,0.8145851790380282,0.29670821872870873,0.8067220493495866,0.2653069532649437,0.26127543986336943,0.6530972463768115,0.4180602006688962,0.5589602658113858
9,0.7865612648221345,0.5945945945945944,0.0,0.2928749758454106,0.10596578097742891,0.1999999999999999,1.0,1.0437858318230477e-05,0.7936534859988111,0.35309159117481315,0.8065919983759489,0.2383976551050345,0.27496441462031124,0.6389256521739131,0.07692307692307696,0.5635449798822659
10,1.0,0.5945945945945944,0.0008703346849197747,0.30542444444444444,0.05164821213886631,0.1999999999999999,0.9739130434782605,1.0419036722574898e-05,0.7609508696773616,0.4070804329200956,0.8087061196913033,0.2179612440970577,0.24637732581521646,0.686791304347826,0.07692307692307696,0.5917098077835891
11,1.0,0.5945945945945944,0.0,0.29862405797101443,0.03763921120493291,0.1999999999999999,0.7999999999999995,1.1257917881248083e-05,0.657959145910666,0.46452513731526573,0.804370029911724,0.21527438527927573,0.24475536989434452,0.7097420289855073,0.07692307692307696,0.5946398548506585
12,1.0,0.5945945945945944,0.0,0.2680938164251208,0.01742658666901882,0.1999999999999999,0.7999999999999995,8.58382553399589e-06,0.6387152213163472,0.5197522497353431,0.8077291514015373,0.21454160560169858,0.2608132580164099,0.678507536231884,0.07692307692307696,0.584305949259836
13,1.0,0.5945945945945944,0.0,0.22327777777777777,0.01054215026802741,0.1999999999999999,0.7999999999999995,7.927498765730398e-06,0.61096236444584,0.571953079094314,0.8065729665261481,0.21584432502850093,0.27399006864387726,0.6951271014492753,0.07692307692307696,0.5739387728847545
14,1.0,0.5945945945945944,0.0,0.18784154589371985,0.004481990153871807,0.1999999999999999,0.7999999999999995,6.0599080204569345e-06,0.6129879669399244,0.61912452280617,0.8072026035570529,0.20945285784074566,0.2658944815394913,0.6050676811594204,0.07692307692307696,0.591805184031798
15,1.0,0.5945945945945944,0.0,0.16502917874396136,0.011006073487361417,0.1999999999999999,0.7999999999999995,4.467981986143436e-06,0.6159709995402093,0.6585515177076912,0.8066443359629009,0.20794658850350392,0.26624713431056923,0.5478371014492754,0.07692307692307696,0.5948816225496067
16,1.0,0.5945945945945944,0.0,0.15409185507246373,0.013705886276044596,0.06086956521739131,0.6608695652173914,4.060760356531542e-06,0.5543952069619046,0.6934778403021358,0.8067490111368041,0.2112848070346879,0.2552735550376664,0.5466199999999999,0.07692307692307696,0.5962346344428032
17,1.0,0.5534665099882493,0.0,0.2065917874396135,0.01811563230915809,0.48695652173913057,0.6000000000000002,4.708675870626302e-06,0.6067564006235211,0.7262082001035798,0.8063572722284078,0.21108125712425005,0.24686789266212272,0.4257405797101449,0.07692307692307696,0.627478118914219
18,1.0,0.5270270270270272,0.0008683273783237651,0.1555034299516908,0.025041387901309917,0.5391304347826088,0.6000000000000002,7.499756316245924e-06,0.6358331183905083,0.7446711102619655,0.806650679912834,0.21148835694512652,0.2384619217539708,0.5039350724637681,0.07692307692307696,0.6359333342205543
19,1.0,0.5270270270270272,0.0,0.1875474396135266,0.02455222482522078,0.3000000000000001,0.6000000000000002,8.35964675103165e-06,0.6193773760527526,0.7819832518033332,0.8072708010188386,0.21022634750041047,0.22647296166775457,0.5717428985507247,0.07692307692307696,0.6416958340542004
20,1.0,0.5270270270270272,0.0008694146693966037,0.151584193236715,0.028306637829138174,0.3000000000000001,0.6000000000000002,8.31166488362992e-06,0.6301852620246493,0.8143092660617708,0.8066078582507828,0.217024914509041,0.22134052173172564,0.5487178260869566,0.07692307692307696,0.647724500161918
21,0.9525691699604745,0.5270270270270272,0.0,0.17891487922705313,0.034161568944104596,0.3521739130434782,0.6000000000000002,1.1984982165530555e-05,0.6281933027553801,0.8481613392789551,0.8073707182302918,0.21551864517180017,0.21460587196174433,0.5453253623188407,0.07692307692307696,0.6526929372779177
22,0.8181818181818185,0.5270270270270272,0.0,0.1376617487922705,0.023108757772467906,0.5,0.6000000000000002,1.1059216145950304e-05,0.648321763802133,0.8710786593271642,0.80682196656104,0.21209900667644058,0.23796703545055092,0.4543769565217391,0.07692307692307696,0.6363614183113525
23,0.8181818181818185,0.5270270270270272,0.0,0.18602830917874397,0.03982915337991457,0.5,0.6000000000000002,1.2876179062027967e-05,0.6662732278431329,0.883711904101013,0.8057704568595545,0.21694349454486508,0.21848597804142578,0.41114869565217405,0.07692307692307696,0.6479063804492001
24,0.8181818181818185,0.5270270270270272,0.0,0.2301942995169082,0.04132514623327061,0.5,0.6000000000000002,1.1802122254231454e-05,0.6860960962644805,0.8890428966761954,0.8059163677080263,0.21824621397166954,0.2191237149424039,0.38185434782608696,0.07692307692307696,0.6427893338301771
